# k1  k2  k3  B_rspace  err  B_sspace(w/oAP)  err  B_sspace(w/AP)  err  N-of-triangles
0.045 0.145 0.145 3.680491e+08 3.643847e+06 5.450351e+08 4.387095e+06 5.834682e+08 6.084150e+06 3878609616
0.055 0.055 0.055 8.476063e+08 3.870172e+07 1.359242e+09 4.986394e+07 1.445816e+09 4.438018e+07 678509544
0.055 0.055 0.065 8.624110e+08 1.430466e+07 1.364838e+09 1.978105e+07 1.483556e+09 2.754493e+07 808247424
0.055 0.055 0.075 8.486422e+08 1.530826e+07 1.341228e+09 2.234286e+07 1.460803e+09 1.883772e+07 926775840
0.055 0.055 0.085 8.642302e+08 1.114921e+07 1.403263e+09 1.431017e+07 1.492595e+09 2.220607e+07 1048275480
0.055 0.055 0.095 9.142414e+08 1.213921e+07 1.543790e+09 1.571432e+07 1.651143e+09 1.311886e+07 1179245136
0.055 0.055 0.105 1.015148e+09 7.127601e+06 1.760701e+09 1.196316e+07 1.978281e+09 1.144055e+07 1094310222
0.055 0.055 0.115 1.024199e+09 1.078042e+07 1.817906e+09 1.634720e+07 2.277226e+09 1.376527e+07 250802906
0.055 0.065 0.065 8.055719e+08 1.162318e+07 1.251719e+09 1.458390e+07 1.336425e+09 2.008084e+07 962803752
0.055 0.065 0.075 7.682706e+08 8.406996e+06 1.209667e+09 1.176584e+07 1.276368e+09 1.290837e+07 1103987736
0.055 0.065 0.085 7.545319e+08 4.865337e+06 1.192059e+09 6.035793e+06 1.262557e+09 9.231159e+06 1248769440
0.055 0.065 0.095 7.707027e+08 7.073925e+06 1.254758e+09 1.104784e+07 1.342872e+09 8.884227e+06 1404737832
0.055 0.065 0.105 8.415810e+08 4.783315e+06 1.407215e+09 6.824533e+06 1.497888e+09 7.259001e+06 1545540312
0.055 0.065 0.115 9.203541e+08 5.000700e+06 1.585636e+09 8.045416e+06 1.759024e+09 7.560267e+06 1427803830
0.055 0.065 0.125 9.281668e+08 9.125460e+06 1.618869e+09 1.104013e+07 2.119232e+09 1.683056e+07 326480706
0.055 0.075 0.075 7.035979e+08 1.481444e+07 1.090054e+09 1.853611e+07 1.159632e+09 2.095012e+07 1265888712
0.055 0.075 0.085 6.652343e+08 6.826539e+06 1.034722e+09 1.000348e+07 1.107452e+09 1.065814e+07 1431853080
0.055 0.075 0.095 6.602012e+08 1.040679e+07 1.037699e+09 1.550469e+07 1.118955e+09 1.211110e+07 1610723568
0.055 0.075 0.105 6.925603e+08 3.886020e+06 1.120219e+09 5.815770e+06 1.198770e+09 5.081046e+06 1772172240
0.055 0.075 0.115 7.659154e+08 4.975051e+06 1.272336e+09 6.861108e+06 1.352252e+09 6.567923e+06 1941673176
0.055 0.075 0.125 8.251471e+08 4.005478e+06 1.402495e+09 5.952925e+06 1.566913e+09 6.398804e+06 1784992782
0.055 0.075 0.135 8.233998e+08 7.678766e+06 1.415953e+09 1.108311e+07 1.897467e+09 1.711022e+07 401504402
0.055 0.085 0.085 6.030372e+08 6.529916e+06 9.286974e+08 9.000792e+06 9.873754e+08 8.363385e+06 1619629512
0.055 0.085 0.095 5.565997e+08 4.807205e+06 8.667547e+08 9.320695e+06 9.156751e+08 1.058001e+07 1821934296
0.055 0.085 0.105 5.617202e+08 1.821517e+06 8.856871e+08 3.477164e+06 9.494080e+08 4.139816e+06 2004582888
0.055 0.085 0.115 6.027610e+08 3.953580e+06 9.620633e+08 6.455520e+06 1.022689e+09 4.969523e+06 2196259728
0.055 0.085 0.125 6.580507e+08 1.956758e+06 1.083911e+09 3.309053e+06 1.151330e+09 3.607758e+06 2393853648
0.055 0.085 0.135 7.019364e+08 3.023377e+06 1.189671e+09 4.767438e+06 1.341201e+09 5.366303e+06 2169918702
0.055 0.085 0.145 6.857678e+08 7.996613e+06 1.182136e+09 1.316861e+07 1.655834e+09 1.723909e+07 485268582
0.055 0.095 0.095 4.958698e+08 5.016636e+06 7.664720e+08 8.839419e+06 8.156408e+08 6.074870e+06 2049499680
0.055 0.095 0.105 4.822296e+08 2.967815e+06 7.475835e+08 5.120316e+06 7.886604e+08 5.070173e+06 2254942776
0.055 0.095 0.115 4.894128e+08 3.575058e+06 7.654542e+08 5.055756e+06 8.111325e+08 5.084776e+06 2470626096
0.055 0.095 0.125 5.177817e+08 4.297460e+06 8.223654e+08 6.313360e+06 8.715424e+08 4.676776e+06 2692872720
0.055 0.095 0.135 5.547391e+08 2.070402e+06 9.057495e+08 2.844330e+06 9.605173e+08 4.285910e+06 2897856384
0.055 0.095 0.145 5.934919e+08 4.846086e+06 9.991767e+08 6.781227e+06 1.125089e+09 6.473048e+06 2624560434
0.055 0.105 0.105 4.319109e+08 2.969324e+06 6.670972e+08 3.311164e+06 7.123105e+08 4.601691e+06 2480981856
0.055 0.105 0.115 4.199538e+08 3.654817e+06 6.440528e+08 4.625016e+06 6.920079e+08 5.232406e+06 2718255888
0.055 0.105 0.125 4.302305e+08 2.964565e+06 6.661064e+08 4.000808e+06 7.132241e+08 4.800622e+06 2962791912
0.055 0.105 0.135 4.524200e+08 3.080466e+06 7.145842e+08 3.919104e+06 7.641909e+08 4.752184e+06 3188341920
0.055 0.105 0.145 4.871805e+08 3.022058e+06 7.920336e+08 3.628936e+06 8.410299e+08 1.918868e+06 3429788400
0.055 0.115 0.115 3.951843e+08 3.876910e+06 6.059725e+08 6.063423e+06 6.467920e+08 6.912143e+06 2978216520
0.055 0.115 0.125 3.906194e+08 2.648858e+06 5.920047e+08 3.784768e+06 6.339241e+08 3.853033e+06 3246173040
0.055 0.115 0.135 3.947444e+08 2.883562e+06 6.052254e+08 4.429032e+06 6.471881e+08 3.617009e+06 3493254360
0.055 0.115 0.145 4.131373e+08 2.863425e+06 6.445170e+08 3.158834e+06 6.937058e+08 4.014680e+06 3757773600
0.055 0.125 0.125 3.729473e+08 4.511937e+06 5.610055e+08 5.752292e+06 5.956549e+08 4.467749e+06 3538159320
0.055 0.125 0.135 3.660594e+08 2.258705e+06 5.491103e+08 3.386034e+06 5.872200e+08 3.757795e+06 3807526368
0.055 0.125 0.145 3.686527e+08 2.172849e+06 5.585349e+08 3.645972e+06 5.957072e+08 4.204873e+06 4095864744
0.055 0.135 0.135 3.530203e+08 2.931316e+06 5.216439e+08 3.579436e+06 5.607806e+08 3.109551e+06 4097387640
0.055 0.135 0.145 3.448899e+08 2.432078e+06 5.112151e+08 3.027871e+06 5.471651e+08 3.569874e+06 4407632016
0.055 0.145 0.145 3.163305e+08 2.176337e+06 4.664345e+08 3.091317e+06 4.961638e+08 2.858423e+06 4741405296
0.065 0.065 0.065 7.456526e+08 2.659384e+07 1.146355e+09 3.072093e+07 1.219143e+09 2.597346e+07 1146939312
0.065 0.065 0.075 7.055762e+08 1.164283e+07 1.085695e+09 1.437508e+07 1.151446e+09 2.037971e+07 1315103472
0.065 0.065 0.085 6.547866e+08 7.894377e+06 1.024152e+09 1.266751e+07 1.087441e+09 6.933588e+06 1487547408
0.065 0.065 0.095 6.669309e+08 1.075499e+07 1.050579e+09 1.412072e+07 1.124644e+09 1.359984e+07 1673354448
0.065 0.065 0.105 7.029352e+08 7.836890e+06 1.129905e+09 9.483061e+06 1.209620e+09 9.409533e+06 1841104296
0.065 0.065 0.115 7.718679e+08 6.164158e+06 1.281489e+09 8.932188e+06 1.356414e+09 8.923925e+06 2017182792
0.065 0.065 0.125 8.257580e+08 6.608523e+06 1.412717e+09 9.949936e+06 1.551073e+09 8.710087e+06 1851017946
0.065 0.065 0.135 8.107308e+08 1.368790e+07 1.406984e+09 1.931673e+07 1.884537e+09 2.054144e+07 418925706
0.065 0.075 0.075 6.412765e+08 8.494693e+06 9.919011e+08 1.222528e+07 1.070897e+09 1.695659e+07 1507938048
0.065 0.075 0.085 5.904156e+08 6.515175e+06 9.124441e+08 6.414013e+06 9.687398e+08 1.035605e+07 1705687128
0.065 0.075 0.095 5.803022e+08 4.666444e+06 9.009300e+08 7.697072e+06 9.649540e+08 6.417804e+06 1918737816
0.065 0.075 0.105 5.983108e+08 4.557149e+06 9.385215e+08 6.987266e+06 1.004613e+09 6.206712e+06 2111074032
0.065 0.075 0.115 6.273574e+08 2.782804e+06 1.010309e+09 4.310489e+06 1.076392e+09 4.709899e+06 2312961000
0.065 0.075 0.125 6.831467e+08 3.689693e+06 1.127726e+09 6.256428e+06 1.210192e+09 7.409844e+06 2521046808
0.065 0.075 0.135 7.430534e+08 4.002362e+06 1.254147e+09 6.187817e+06 1.402406e+09 5.709401e+06 2286717606
0.065 0.075 0.145 7.534628e+08 7.241527e+06 1.277931e+09 9.771150e+06 1.706566e+09 1.340533e+07 517557306
0.065 0.085 0.085 5.399827e+08 6.550355e+06 8.304089e+08 9.611613e+06 8.956631e+08 1.304488e+07 1929339936
0.065 0.085 0.095 4.978847e+08 3.561997e+06 7.687245e+08 4.901703e+06 8.167568e+08 4.231536e+06 2170339512
0.065 0.085 0.105 4.938321e+08 3.830875e+06 7.683050e+08 4.974021e+06 8.186191e+08 7.005310e+06 2387872176
0.065 0.085 0.115 5.148713e+08 3.422586e+06 8.095408e+08 4.781536e+06 8.688364e+08 3.862963e+06 2616272448
0.065 0.085 0.125 5.543774e+08 2.704576e+06 8.853573e+08 4.583098e+06 9.430336e+08 4.043033e+06 2851614336
0.065 0.085 0.135 5.922372e+08 3.313909e+06 9.686597e+08 4.991391e+06 1.032819e+09 5.977753e+06 3068715432
0.065 0.085 0.145 6.359346e+08 3.345735e+06 1.066701e+09 3.883393e+06 1.203512e+09 4.983812e+06 2778763254
0.065 0.095 0.095 4.450630e+08 4.961470e+06 6.833849e+08 8.205521e+06 7.226003e+08 7.508847e+06 2441440368
0.065 0.095 0.105 4.240629e+08 3.562821e+06 6.518778e+08 4.550231e+06 6.989313e+08 6.008572e+06 2686176672
0.065 0.095 0.115 4.249279e+08 2.848061e+06 6.587772e+08 3.444608e+06 6.982324e+08 5.242247e+06 2943038256
0.065 0.095 0.125 4.431346e+08 2.817483e+06 6.905700e+08 4.241675e+06 7.315940e+08 4.725027e+06 3207827088
0.065 0.095 0.135 4.667694e+08 3.058752e+06 7.384309e+08 3.635565e+06 7.851413e+08 4.536522e+06 3452008032
0.065 0.095 0.145 5.052459e+08 3.300227e+06 8.227193e+08 4.086629e+06 8.693893e+08 5.247631e+06 3713424936
0.065 0.105 0.105 3.892808e+08 5.241524e+06 5.972929e+08 7.738672e+06 6.371805e+08 7.475347e+06 2955407544
0.065 0.105 0.115 3.799633e+08 2.327061e+06 5.804641e+08 3.145230e+06 6.193203e+08 3.476727e+06 3238061136
0.065 0.105 0.125 3.812254e+08 2.636555e+06 5.845124e+08 2.693782e+06 6.192020e+08 3.785197e+06 3529373280
0.065 0.105 0.135 3.898319e+08 2.212668e+06 6.059323e+08 3.219284e+06 6.496850e+08 3.331380e+06 3798025320
0.065 0.105 0.145 4.079945e+08 1.713501e+06 6.445786e+08 2.760861e+06 6.861004e+08 3.769032e+06 4085656512
0.065 0.115 0.115 3.512530e+08 3.106849e+06 5.372243e+08 4.707331e+06 5.752883e+08 5.921668e+06 3547769208
0.065 0.115 0.125 3.462544e+08 2.000449e+06 5.253751e+08 2.840621e+06 5.603485e+08 3.271624e+06 3866903184
0.065 0.115 0.135 3.487352e+08 2.109847e+06 5.325059e+08 3.290221e+06 5.678278e+08 2.917994e+06 4161263328
0.065 0.115 0.145 3.566715e+08 1.385940e+06 5.505617e+08 1.974178e+06 5.903851e+08 2.156417e+06 4476405768
0.065 0.125 0.125 3.353221e+08 3.403281e+06 5.022303e+08 5.212590e+06 5.328973e+08 4.470187e+06 4214772792
0.065 0.125 0.135 3.245594e+08 1.615413e+06 4.855818e+08 2.665713e+06 5.181706e+08 3.019395e+06 4535649384
0.065 0.125 0.145 3.271903e+08 2.387309e+06 4.903254e+08 3.101229e+06 5.188717e+08 3.253751e+06 4879071408
0.065 0.135 0.135 3.096675e+08 2.495405e+06 4.579682e+08 2.806580e+06 4.898812e+08 2.427198e+06 4880841744
0.065 0.135 0.145 3.020786e+08 9.534413e+05 4.469863e+08 1.414217e+06 4.749417e+08 1.915454e+06 5250522552
0.065 0.145 0.145 2.848622e+08 2.051851e+06 4.189750e+08 2.465100e+06 4.461818e+08 4.129271e+06 5648126136
0.075 0.075 0.075 5.701810e+08 1.200412e+07 8.834879e+08 1.673486e+07 9.518772e+08 1.555605e+07 1729058832
0.075 0.075 0.085 5.242338e+08 5.825895e+06 8.088683e+08 7.298378e+06 8.629836e+08 9.237748e+06 1955797248
0.075 0.075 0.095 5.092921e+08 7.874029e+06 7.898754e+08 9.721493e+06 8.448849e+08 9.598439e+06 2200094976
0.075 0.075 0.105 5.062876e+08 3.560862e+06 7.844807e+08 5.864045e+06 8.386681e+08 6.968081e+06 2420627088
0.075 0.075 0.115 5.400072e+08 4.401443e+06 8.437382e+08 5.610448e+06 9.030100e+08 5.285267e+06 2652116088
0.075 0.075 0.125 5.647650e+08 5.988174e+06 9.008365e+08 8.194878e+06 9.570968e+08 7.367940e+06 2890733976
0.075 0.075 0.135 6.134002e+08 3.761734e+06 1.001946e+09 4.913423e+06 1.071121e+09 4.450666e+06 3110770008
0.075 0.075 0.145 6.577583e+08 3.963901e+06 1.100350e+09 6.197541e+06 1.219399e+09 4.641743e+06 2823891294
0.075 0.085 0.085 4.807598e+08 4.582074e+06 7.402492e+08 7.027627e+06 7.873743e+08 9.289380e+06 2212255944
0.075 0.085 0.095 4.477268e+08 5.532786e+06 6.855497e+08 7.060398e+06 7.235213e+08 8.658181e+06 2488576296
0.075 0.085 0.105 4.358142e+08 3.566620e+06 6.730677e+08 4.469134e+06 7.133733e+08 5.451644e+06 2738052288
0.075 0.085 0.115 4.478750e+08 2.516149e+06 6.931103e+08 3.533211e+06 7.327537e+08 4.952026e+06 2999904768
0.075 0.085 0.125 4.577305e+08 3.460184e+06 7.205439e+08 4.278197e+06 7.626877e+08 3.746824e+06 3269776512
0.075 0.085 0.135 4.936552e+08 2.077454e+06 7.853283e+08 3.047731e+06 8.317121e+08 3.273472e+06 3518650152
0.075 0.085 0.145 5.350208e+08 2.101950e+06 8.691359e+08 2.807783e+06 9.210287e+08 4.224951e+06 3785172864
0.075 0.095 0.095 3.991776e+08 3.899651e+06 6.141264e+08 4.938790e+06 6.421338e+08 6.717087e+06 2799439776
0.075 0.095 0.105 3.773184e+08 3.188354e+06 5.751014e+08 4.646960e+06 6.102650e+08 4.135135e+06 3080040144
0.075 0.095 0.115 3.762009e+08 2.049178e+06 5.757678e+08 2.834227e+06 6.070730e+08 2.536238e+06 3374627256
0.075 0.095 0.125 3.827642e+08 1.502851e+06 5.893756e+08 2.485548e+06 6.246463e+08 2.179609e+06 3678184416
0.075 0.095 0.135 4.001148e+08 2.672867e+06 6.210645e+08 2.457919e+06 6.528249e+08 3.593095e+06 3958222896
0.075 0.095 0.145 4.179580e+08 2.516483e+06 6.625767e+08 3.898349e+06 6.965917e+08 3.538281e+06 4257919896
0.075 0.105 0.105 3.416596e+08 4.279696e+06 5.215240e+08 4.035021e+06 5.568996e+08 4.901442e+06 3388772016
0.075 0.105 0.115 3.307090e+08 2.384493e+06 5.038286e+08 3.343472e+06 5.352294e+08 4.697995e+06 3712889496
0.075 0.105 0.125 3.355787e+08 1.548121e+06 5.078460e+08 2.562380e+06 5.441104e+08 2.474588e+06 4046899464
0.075 0.105 0.135 3.352462e+08 2.187140e+06 5.152756e+08 4.015627e+06 5.458291e+08 3.336858e+06 4354948488
0.075 0.105 0.145 3.447442e+08 2.765809e+06 5.357402e+08 3.487183e+06 5.697634e+08 2.870272e+06 4684751544
0.075 0.115 0.115 3.092148e+08 2.627766e+06 4.690070e+08 3.127614e+06 5.034547e+08 3.048718e+06 4067973792
0.075 0.115 0.125 3.074103e+08 1.629643e+06 4.639282e+08 2.230143e+06 4.970055e+08 2.335022e+06 4433907360
0.075 0.115 0.135 3.053333e+08 2.066368e+06 4.614162e+08 2.504889e+06 4.872356e+08 2.851329e+06 4771479408
0.075 0.115 0.145 3.110802e+08 2.259633e+06 4.708073e+08 1.780314e+06 5.009620e+08 2.211685e+06 5132794488
0.075 0.125 0.125 2.999424e+08 2.602928e+06 4.448909e+08 3.271782e+06 4.680761e+08 2.440979e+06 4832848368
0.075 0.125 0.135 2.895839e+08 2.104660e+06 4.319820e+08 2.756421e+06 4.597888e+08 1.984092e+06 5200704072
0.075 0.125 0.145 2.869126e+08 1.044392e+06 4.275524e+08 2.042790e+06 4.499604e+08 1.995809e+06 5594544384
0.075 0.135 0.135 2.771218e+08 2.555845e+06 4.101516e+08 3.295739e+06 4.381327e+08 3.925033e+06 5596595880
0.075 0.135 0.145 2.686716e+08 1.215671e+06 3.972044e+08 1.458013e+06 4.235280e+08 1.826673e+06 6020418216
0.075 0.145 0.145 2.573732e+08 2.397251e+06 3.779789e+08 2.800251e+06 3.980481e+08 3.068372e+06 6476321952
0.085 0.085 0.085 4.363005e+08 1.233409e+07 6.663300e+08 1.680051e+07 7.006516e+08 1.325897e+07 2502292920
0.085 0.085 0.095 3.946255e+08 4.743470e+06 6.025931e+08 6.159777e+06 6.410894e+08 9.132978e+06 2814967608
0.085 0.085 0.105 3.728182e+08 2.861870e+06 5.710648e+08 4.022554e+06 6.056553e+08 4.429330e+06 3097070760
0.085 0.085 0.115 3.704405e+08 4.081628e+06 5.713765e+08 5.424572e+06 6.073857e+08 4.184551e+06 3393245352
0.085 0.085 0.125 3.869376e+08 5.032315e+06 5.967646e+08 8.215682e+06 6.298628e+08 6.393827e+06 3698563272
0.085 0.085 0.135 4.085007e+08 3.015637e+06 6.375345e+08 3.892288e+06 6.732042e+08 4.677641e+06 3980076360
0.085 0.085 0.145 4.308797e+08 2.429721e+06 6.821983e+08 3.365196e+06 7.191449e+08 5.577094e+06 4281463992
0.085 0.095 0.095 3.466429e+08 2.549368e+06 5.318786e+08 3.545865e+06 5.557089e+08 3.893897e+06 3166473312
0.085 0.095 0.105 3.280517e+08 2.917278e+06 5.000842e+08 3.972886e+06 5.250833e+08 3.824234e+06 3483930384
0.085 0.095 0.115 3.192244e+08 2.389769e+06 4.897920e+08 2.810560e+06 5.144066e+08 1.721772e+06 3817138080
0.085 0.095 0.125 3.207780e+08 2.036762e+06 4.925931e+08 3.030852e+06 5.196675e+08 1.677715e+06 4160484600
0.085 0.095 0.135 3.309257e+08 1.488975e+06 5.101102e+08 2.138236e+06 5.371296e+08 1.477199e+06 4477256760
0.085 0.095 0.145 3.463776e+08 1.927933e+06 5.377205e+08 2.664843e+06 5.615285e+08 2.163596e+06 4816288488
0.085 0.105 0.105 3.009625e+08 2.071048e+06 4.552441e+08 3.720496e+06 4.866466e+08 2.101016e+06 3833128368
0.085 0.105 0.115 2.907897e+08 2.221644e+06 4.414616e+08 2.572017e+06 4.672755e+08 3.288115e+06 4199761320
0.085 0.105 0.125 2.871552e+08 1.651154e+06 4.362079e+08 2.650730e+06 4.641316e+08 1.939827e+06 4577561832
0.085 0.105 0.135 2.880315e+08 1.473030e+06 4.377009e+08 1.481399e+06 4.621609e+08 1.467081e+06 4926036456
0.085 0.105 0.145 2.910311e+08 1.929975e+06 4.450598e+08 2.953473e+06 4.725535e+08 2.426285e+06 5299036944
0.085 0.115 0.115 2.749397e+08 2.479156e+06 4.167816e+08 2.350600e+06 4.368679e+08 3.573228e+06 4601398752
0.085 0.115 0.125 2.630635e+08 1.702239e+06 3.977986e+08 2.407811e+06 4.226008e+08 3.037282e+06 5015365536
0.085 0.115 0.135 2.638944e+08 1.392209e+06 3.981857e+08 1.957921e+06 4.210117e+08 1.691788e+06 5397125376
0.085 0.115 0.145 2.647420e+08 9.524787e+05 3.986455e+08 1.513754e+06 4.207700e+08 2.591901e+06 5805821424
0.085 0.125 0.125 2.521502e+08 1.779235e+06 3.772349e+08 2.666643e+06 4.037261e+08 2.846982e+06 5466522360
0.085 0.125 0.135 2.501733e+08 1.740941e+06 3.709880e+08 2.153129e+06 3.918186e+08 2.022664e+06 5882652768
0.085 0.125 0.145 2.453732e+08 1.544169e+06 3.649120e+08 1.766205e+06 3.858274e+08 2.162254e+06 6328186056
0.085 0.135 0.135 2.394301e+08 1.645133e+06 3.540233e+08 2.416290e+06 3.777398e+08 2.846990e+06 6330480864
0.085 0.135 0.145 2.328216e+08 2.103063e+06 3.440924e+08 2.851791e+06 3.624431e+08 1.912919e+06 6809863728
0.085 0.145 0.145 2.173770e+08 1.676730e+06 3.185669e+08 1.879577e+06 3.381219e+08 2.420497e+06 7325543448
0.095 0.095 0.095 3.187387e+08 3.863134e+06 4.846231e+08 4.801259e+06 5.096557e+08 6.472130e+06 3562111416
0.095 0.095 0.105 2.827902e+08 3.001441e+06 4.348557e+08 3.698398e+06 4.643729e+08 2.702982e+06 3919085688
0.095 0.095 0.115 2.811769e+08 3.255923e+06 4.270149e+08 3.604298e+06 4.423492e+08 3.593445e+06 4293919320
0.095 0.095 0.125 2.730859e+08 2.615436e+06 4.169226e+08 2.956853e+06 4.373326e+08 3.690117e+06 4680250440
0.095 0.095 0.135 2.760933e+08 2.207143e+06 4.224588e+08 2.278743e+06 4.416393e+08 3.123060e+06 5036435088
0.095 0.095 0.145 2.800252e+08 1.878574e+06 4.299927e+08 2.218088e+06 4.544190e+08 1.841784e+06 5417864304
0.095 0.105 0.105 2.614690e+08 2.208974e+06 3.978925e+08 4.296277e+06 4.261227e+08 4.408328e+06 4311984288
0.095 0.105 0.115 2.500313e+08 2.020312e+06 3.794859e+08 2.650143e+06 4.050610e+08 2.984121e+06 4724297352
0.095 0.105 0.125 2.444480e+08 1.374928e+06 3.711659e+08 1.698611e+06 3.962812e+08 2.073883e+06 5149348248
0.095 0.105 0.135 2.435052e+08 1.491032e+06 3.706611e+08 2.181971e+06 3.904807e+08 2.148394e+06 5541328080
0.095 0.105 0.145 2.423636e+08 1.269439e+06 3.669245e+08 1.711393e+06 3.924009e+08 2.278322e+06 5960981616
0.095 0.115 0.115 2.333432e+08 2.083113e+06 3.552813e+08 2.686909e+06 3.789131e+08 2.344585e+06 5176176552
0.095 0.115 0.125 2.306508e+08 1.475535e+06 3.486338e+08 2.179780e+06 3.693190e+08 2.108268e+06 5641817928
0.095 0.115 0.135 2.258501e+08 1.494081e+06 3.393590e+08 1.527557e+06 3.585781e+08 1.662101e+06 6071277120
0.095 0.115 0.145 2.215279e+08 1.425602e+06 3.334259e+08 1.836573e+06 3.551418e+08 1.083008e+06 6531069624
0.095 0.125 0.125 2.202891e+08 2.345178e+06 3.290571e+08 2.727376e+06 3.509459e+08 2.352255e+06 6149355264
0.095 0.125 0.135 2.132272e+08 1.384361e+06 3.167705e+08 1.608849e+06 3.343480e+08 2.044524e+06 6617483496
0.095 0.125 0.145 2.095357e+08 1.146398e+06 3.108866e+08 1.395984e+06 3.278765e+08 1.281910e+06 7118567976
0.095 0.135 0.135 2.025349e+08 1.951375e+06 2.991962e+08 2.776504e+06 3.197727e+08 2.154147e+06 7121210808
0.095 0.135 0.145 1.992521e+08 9.901636e+05 2.935840e+08 8.775331e+05 3.099294e+08 1.245748e+06 7660483968
0.095 0.145 0.145 1.886787e+08 1.713034e+06 2.783739e+08 1.793551e+06 2.936753e+08 1.683132e+06 8240624208
0.105 0.105 0.105 2.305420e+08 4.749672e+06 3.501699e+08 6.353121e+06 3.745875e+08 8.487205e+06 4744155312
0.105 0.105 0.115 2.266223e+08 2.703536e+06 3.442444e+08 3.102761e+06 3.649657e+08 3.531634e+06 5197929048
0.105 0.105 0.125 2.195981e+08 1.701697e+06 3.333136e+08 1.867605e+06 3.593320e+08 2.483443e+06 5665496232
0.105 0.105 0.135 2.161721e+08 1.956962e+06 3.245654e+08 2.471404e+06 3.450745e+08 3.012502e+06 6096746760
0.105 0.105 0.145 2.155031e+08 1.592603e+06 3.250689e+08 2.618779e+06 3.415001e+08 3.018625e+06 6558480504
0.105 0.115 0.115 2.145870e+08 2.533235e+06 3.251556e+08 3.450628e+06 3.481953e+08 4.231279e+06 5694980568
0.105 0.115 0.125 2.057543e+08 1.721125e+06 3.121589e+08 2.140194e+06 3.271323e+08 2.376692e+06 6207360720
0.105 0.115 0.135 1.974633e+08 8.085579e+05 2.961216e+08 1.014940e+06 3.142335e+08 8.409470e+05 6679883736
0.105 0.115 0.145 1.951381e+08 1.690774e+06 2.910036e+08 1.981253e+06 3.121564e+08 1.923014e+06 7185699672
0.105 0.125 0.125 1.945082e+08 1.471565e+06 2.920521e+08 1.762528e+06 3.105496e+08 2.508060e+06 6765753768
0.105 0.125 0.135 1.904961e+08 1.596411e+06 2.841741e+08 1.907814e+06 3.027384e+08 2.099043e+06 7280785752
0.105 0.125 0.145 1.846656e+08 1.449155e+06 2.735988e+08 1.720619e+06 2.909775e+08 1.968805e+06 7832154720
0.105 0.135 0.135 1.794528e+08 1.176646e+06 2.666987e+08 1.794485e+06 2.865511e+08 1.387582e+06 7835065896
0.105 0.135 0.145 1.753411e+08 1.281888e+06 2.590452e+08 1.323229e+06 2.739790e+08 1.222689e+06 8428339152
0.105 0.145 0.145 1.640430e+08 1.115088e+06 2.426429e+08 1.468587e+06 2.587072e+08 1.408194e+06 9066627144
0.115 0.115 0.115 2.003361e+08 1.983422e+06 3.029745e+08 4.123414e+06 3.226970e+08 3.145393e+06 6239693328
0.115 0.115 0.125 1.902484e+08 2.199767e+06 2.855106e+08 2.589957e+06 3.079464e+08 2.964906e+06 6800974272
0.115 0.115 0.135 1.855446e+08 1.840132e+06 2.778456e+08 2.167689e+06 2.963025e+08 2.175195e+06 7318717464
0.115 0.115 0.145 1.786794e+08 1.964671e+06 2.683886e+08 2.680495e+06 2.853295e+08 2.291729e+06 7872941712
0.115 0.125 0.125 1.859363e+08 2.055262e+06 2.780558e+08 2.284717e+06 2.912322e+08 2.110232e+06 7412859672
0.115 0.125 0.135 1.754201e+08 5.718364e+05 2.615759e+08 1.090678e+06 2.757987e+08 1.007899e+06 7977094200
0.115 0.125 0.145 1.691171e+08 1.096503e+06 2.506088e+08 9.438818e+05 2.676719e+08 1.592235e+06 8581219008
0.115 0.135 0.135 1.679859e+08 1.095226e+06 2.483469e+08 1.302007e+06 2.625545e+08 1.615148e+06 8584315128
0.115 0.135 0.145 1.603920e+08 1.166205e+06 2.370015e+08 1.556222e+06 2.524476e+08 1.355077e+06 9234461976
0.115 0.145 0.145 1.539438e+08 8.726408e+05 2.261027e+08 1.500158e+06 2.381360e+08 1.852054e+06 9933707880
0.125 0.125 0.125 1.785496e+08 3.957831e+06 2.641590e+08 4.298809e+06 2.824666e+08 2.987698e+06 8079672384
0.125 0.125 0.135 1.668001e+08 1.412517e+06 2.469153e+08 1.504579e+06 2.651979e+08 1.235536e+06 8694768936
0.125 0.125 0.145 1.619476e+08 1.412975e+06 2.374842e+08 2.000077e+06 2.526206e+08 2.097542e+06 9353146776
0.125 0.135 0.135 1.595575e+08 1.553554e+06 2.367141e+08 2.068681e+06 2.495531e+08 2.008686e+06 9356637096
0.125 0.135 0.145 1.527474e+08 6.573636e+05 2.238354e+08 6.357975e+05 2.374082e+08 8.404020e+05 10065201264
0.125 0.145 0.145 1.438599e+08 1.021015e+06 2.108329e+08 1.015592e+06 2.233506e+08 2.292054e+06 10827324744
0.135 0.135 0.135 1.547757e+08 2.223275e+06 2.246473e+08 2.379823e+06 2.391304e+08 2.004920e+06 10068896880
0.135 0.135 0.145 1.459694e+08 1.225763e+06 2.118434e+08 1.466808e+06 2.258560e+08 1.734979e+06 10831307376
0.135 0.145 0.145 1.378046e+08 9.615663e+05 1.998434e+08 1.930463e+06 2.126133e+08 1.527361e+06 11651634144
0.145 0.145 0.145 1.300740e+08 1.375157e+06 1.886283e+08 1.834528e+06 1.971619e+08 2.073563e+06 12533962944
